"Individual","Plot","ht.diff","rgr","ind_plot","spp","year","provenance.lat","provenance.long","budburst","leafout","risk","bb.avg","dvr.avg","lo.avg","lo.sd","growthform"
"SPIALB_SH_8",4,67,6.2121204876727,"SPIALB_SH_8 4","SPIALB",2019,45.932675,-74.02507,93,112,19,93,24,117,7.07106781186548,"shrub"
"SPIALB_SH_8",4,67,6.2121204876727,"SPIALB_SH_8 4","SPIALB",2018,45.932675,-74.02507,93,122,29,93,24,117,7.07106781186548,"shrub"
"MYRGAL_SH_1B",4,121.8,10.5364914792198,"MYRGAL_SH_1B 4","MYRGAL",2019,45.932675,-74.02507,112,135,23,112,23,135,NA,"shrub"
"SPIALB_GR_3",4,74.8,5.88262402304051,"SPIALB_GR_3 4","SPIALB",2019,44.794942,-71.146683,97,112,15,95,23,118,8.48528137423857,"shrub"
"SPIALB_GR_3",4,74.8,5.88262402304051,"SPIALB_GR_3 4","SPIALB",2018,44.794942,-71.146683,93,124,31,95,23,118,8.48528137423857,"shrub"
"VIBCAS_WM_4",4,74.6,7.22540479256577,"VIBCAS_WM_4 4","VIBCAS",2019,44.112337,-71.230138,103,115,12,103,16.5,119.5,6.36396103067893,"shrub"
"VIBCAS_WM_4",4,74.6,7.22540479256577,"VIBCAS_WM_4 4","VIBCAS",2018,44.112337,-71.230138,103,124,21,103,16.5,119.5,6.36396103067893,"shrub"
"VIBCAS_GR_12A",4,38.5,3.68169323364468,"VIBCAS_GR_12A 4","VIBCAS",2019,44.794942,-71.146683,100,115,15,101.5,18,119.5,6.36396103067893,"shrub"
"VIBCAS_GR_12A",4,38.5,3.68169323364468,"VIBCAS_GR_12A 4","VIBCAS",2018,44.794942,-71.146683,103,124,21,101.5,18,119.5,6.36396103067893,"shrub"
"MYRGAL_WM_6A",4,47.3,7.98507696217771,"MYRGAL_WM_6A 4","MYRGAL",2019,44.112337,-71.230138,112,127,15,113,16,129,2.82842712474619,"shrub"
"MYRGAL_WM_6A",4,47.3,7.98507696217771,"MYRGAL_WM_6A 4","MYRGAL",2018,44.112337,-71.230138,114,131,17,113,16,129,2.82842712474619,"shrub"
"AROMEL_WM_15",4,29,3.68907512374367,"AROMEL_WM_15 4","AROMEL",2019,44.112337,-71.230138,97,129,32,96.5,30,126.5,3.53553390593274,"shrub"
"AROMEL_WM_15",4,29,3.68907512374367,"AROMEL_WM_15 4","AROMEL",2018,44.112337,-71.230138,96,124,28,96.5,30,126.5,3.53553390593274,"shrub"
"SPIALB_SH_4A",4,99.2,7.84954729813069,"SPIALB_SH_4A 4","SPIALB",2019,45.932675,-74.02507,93,112,19,93,24,117,7.07106781186548,"shrub"
"SPIALB_SH_4A",4,99.2,7.84954729813069,"SPIALB_SH_4A 4","SPIALB",2018,45.932675,-74.02507,93,122,29,93,24,117,7.07106781186548,"shrub"
"SPIALB_SH_7",4,84.1,6.78607814232006,"SPIALB_SH_7 4","SPIALB",2019,45.932675,-74.02507,93,115,22,93,25.5,118.5,4.94974746830583,"shrub"
"SPIALB_SH_7",4,84.1,6.78607814232006,"SPIALB_SH_7 4","SPIALB",2018,45.932675,-74.02507,93,122,29,93,25.5,118.5,4.94974746830583,"shrub"
"MYRGAL_WM_6B",4,8.8,1.30361817863244,"MYRGAL_WM_6B 4","MYRGAL",2019,44.112337,-71.230138,112,127,15,113,12.5,125.5,2.12132034355964,"shrub"
"MYRGAL_WM_6B",4,8.8,1.30361817863244,"MYRGAL_WM_6B 4","MYRGAL",2018,44.112337,-71.230138,114,124,10,113,12.5,125.5,2.12132034355964,"shrub"
"SPIALB_GR_7",4,21.4,1.70932909829945,"SPIALB_GR_7 4","SPIALB",2019,44.794942,-71.146683,93,112,19,93,25,118,8.48528137423857,"shrub"
"SPIALB_GR_7",4,21.4,1.70932909829945,"SPIALB_GR_7 4","SPIALB",2018,44.794942,-71.146683,93,124,31,93,25,118,8.48528137423857,"shrub"
"SPIALB_SH_4B",4,48.2,4.58769261809937,"SPIALB_SH_4B 4","SPIALB",2019,45.932675,-74.02507,93,115,22,91,28.5,119.5,6.36396103067893,"shrub"
"SPIALB_SH_4B",4,48.2,4.58769261809937,"SPIALB_SH_4B 4","SPIALB",2018,45.932675,-74.02507,89,124,35,91,28.5,119.5,6.36396103067893,"shrub"
"SPIALB_WM_7A",4,64.6,5.84231348699841,"SPIALB_WM_7A 4","SPIALB",2019,44.112337,-71.230138,97,112,15,95,23,118,8.48528137423857,"shrub"
"SPIALB_WM_7A",4,64.6,5.84231348699841,"SPIALB_WM_7A 4","SPIALB",2018,44.112337,-71.230138,93,124,31,95,23,118,8.48528137423857,"shrub"
"VIBCAS_GR_12B",4,55.4,4.57107016757568,"VIBCAS_GR_12B 4","VIBCAS",2019,44.794942,-71.146683,103,115,12,101.5,18,119.5,6.36396103067893,"shrub"
"VIBCAS_GR_12B",4,55.4,4.57107016757568,"VIBCAS_GR_12B 4","VIBCAS",2018,44.794942,-71.146683,100,124,24,101.5,18,119.5,6.36396103067893,"shrub"
"MYRGAL_GR_8C",4,27.2,4.66175350028252,"MYRGAL_GR_8C 4","MYRGAL",2019,44.794942,-71.146683,112,NA,NA,113,10,124,NA,"shrub"
"MYRGAL_GR_8C",4,27.2,4.66175350028252,"MYRGAL_GR_8C 4","MYRGAL",2018,44.794942,-71.146683,114,124,10,113,10,124,NA,"shrub"
"SPIALB_HF_8",4,72.1,5.93892222464604,"SPIALB_HF_8 4","SPIALB",2019,42.531705,-72.18992,93,112,19,93,25,118,8.48528137423857,"shrub"
"SPIALB_HF_8",4,72.1,5.93892222464604,"SPIALB_HF_8 4","SPIALB",2018,42.531705,-72.18992,93,124,31,93,25,118,8.48528137423857,"shrub"
"SPITOM_WM_5D",4,39.8,4.24780897407456,"SPITOM_WM_5D 4","SPITOM",2019,44.112337,-71.230138,97,119,22,95,26.5,121.5,3.53553390593274,"shrub"
"SPITOM_WM_5D",4,39.8,4.24780897407456,"SPITOM_WM_5D 4","SPITOM",2018,44.112337,-71.230138,93,124,31,95,26.5,121.5,3.53553390593274,"shrub"
"SPIALB_SH_1",4,54.5,5.98588597934933,"SPIALB_SH_1 4","SPIALB",2019,45.932675,-74.02507,97,112,15,95,23,118,8.48528137423857,"shrub"
"SPIALB_SH_1",4,54.5,5.98588597934933,"SPIALB_SH_1 4","SPIALB",2018,45.932675,-74.02507,93,124,31,95,23,118,8.48528137423857,"shrub"
"MYRGAL_SH_2B",4,21.4,3.52714542722635,"MYRGAL_SH_2B 4","MYRGAL",2019,45.932675,-74.02507,112,129,17,114,12.5,126.5,3.53553390593274,"shrub"
"MYRGAL_SH_2B",4,21.4,3.52714542722635,"MYRGAL_SH_2B 4","MYRGAL",2018,45.932675,-74.02507,116,124,8,114,12.5,126.5,3.53553390593274,"shrub"
"VIBCAS_SH_5",4,73.2,5.6315144276773,"VIBCAS_SH_5 4","VIBCAS",2019,45.932675,-74.02507,103,112,9,103,15,118,8.48528137423857,"shrub"
"VIBCAS_SH_5",4,73.2,5.6315144276773,"VIBCAS_SH_5 4","VIBCAS",2018,45.932675,-74.02507,103,124,21,103,15,118,8.48528137423857,"shrub"
"MYRGAL_GR_8D",4,32.8,5.45611739851406,"MYRGAL_GR_8D 4","MYRGAL",2019,44.794942,-71.146683,112,135,23,113,18.5,131.5,4.94974746830583,"shrub"
"MYRGAL_GR_8D",4,32.8,5.45611739851406,"MYRGAL_GR_8D 4","MYRGAL",2018,44.794942,-71.146683,114,128,14,113,18.5,131.5,4.94974746830583,"shrub"
"SPIALB_WM_7B",4,39.8,3.10765242634655,"SPIALB_WM_7B 4","SPIALB",2019,44.112337,-71.230138,93,112,19,93,24,117,7.07106781186548,"shrub"
"SPIALB_WM_7B",4,39.8,3.10765242634655,"SPIALB_WM_7B 4","SPIALB",2018,44.112337,-71.230138,93,122,29,93,24,117,7.07106781186548,"shrub"
"SPITOM_WM_5E",4,55.2,7.79089610360669,"SPITOM_WM_5E 4","SPITOM",2019,44.112337,-71.230138,103,119,16,99.5,22,121.5,3.53553390593274,"shrub"
"SPITOM_WM_5E",4,55.2,7.79089610360669,"SPITOM_WM_5E 4","SPITOM",2018,44.112337,-71.230138,96,124,28,99.5,22,121.5,3.53553390593274,"shrub"
"AROMEL_WM_5",4,2.4,0.75507552508145,"AROMEL_WM_5 4","AROMEL",2019,44.112337,-71.230138,NA,142,NA,NA,NA,142,NA,"shrub"
"SPIALB_SH_9B",4,46.6,4.31361452411744,"SPIALB_SH_9B 4","SPIALB",2019,45.932675,-74.02507,97,115,18,95,23.5,118.5,4.94974746830583,"shrub"
"SPIALB_SH_9B",4,46.6,4.31361452411744,"SPIALB_SH_9B 4","SPIALB",2018,45.932675,-74.02507,93,122,29,95,23.5,118.5,4.94974746830583,"shrub"
"VIBCAS_GR_10",4,37.6,4.43315332239262,"VIBCAS_GR_10 4","VIBCAS",2019,44.794942,-71.146683,97,115,18,100,19.5,119.5,6.36396103067893,"shrub"
"VIBCAS_GR_10",4,37.6,4.43315332239262,"VIBCAS_GR_10 4","VIBCAS",2018,44.794942,-71.146683,103,124,21,100,19.5,119.5,6.36396103067893,"shrub"
"BETPAP_GR_8",5,169.3,11.6096253645201,"BETPAP_GR_8 5","BETPAP",2019,44.794942,-71.146683,100,119,19,98,29,127,11.3137084989848,"tree"
"BETPAP_GR_8",5,169.3,11.6096253645201,"BETPAP_GR_8 5","BETPAP",2018,44.794942,-71.146683,96,135,39,98,29,127,11.3137084989848,"tree"
"BETALL_WM_8A",5,270.9,9.40196252727709,"BETALL_WM_8A 5","BETALL",2019,44.112337,-71.230138,107,123,16,105,22,127,5.65685424949238,"tree"
"BETALL_WM_8A",5,270.9,9.40196252727709,"BETALL_WM_8A 5","BETALL",2018,44.112337,-71.230138,103,131,28,105,22,127,5.65685424949238,"tree"
"BETALL_WM_9",5,205.3,7.21325209349104,"BETALL_WM_9 5","BETALL",2019,44.112337,-71.230138,107,127,20,110.5,18.5,129,2.82842712474619,"tree"
"BETALL_WM_9",5,205.3,7.21325209349104,"BETALL_WM_9 5","BETALL",2018,44.112337,-71.230138,114,131,17,110.5,18.5,129,2.82842712474619,"tree"
"AMECAN_GR_10A",5,-12.4,-1.74599510700045,"AMECAN_GR_10A 5","AMECAN",2019,44.794942,-71.146683,119,135,16,111,18.5,129.5,7.77817459305202,"shrub"
"AMECAN_GR_10A",5,-12.4,-1.74599510700045,"AMECAN_GR_10A 5","AMECAN",2018,44.794942,-71.146683,103,124,21,111,18.5,129.5,7.77817459305202,"shrub"
"ALNINC_GR_8A",5,298.43,13.3764896048301,"ALNINC_GR_8A 5","ALNINC",2019,44.794942,-71.146683,107,129,22,110.5,16,126.5,3.53553390593274,"tree"
"ALNINC_GR_8A",5,298.43,13.3764896048301,"ALNINC_GR_8A 5","ALNINC",2018,44.794942,-71.146683,114,124,10,110.5,16,126.5,3.53553390593274,"tree"
"ALNINC_GR_1",5,166.6,6.69971172212023,"ALNINC_GR_1 5","ALNINC",2019,44.794942,-71.146683,97,119,22,100,23.5,123.5,6.36396103067893,"tree"
"ALNINC_GR_1",5,166.6,6.69971172212023,"ALNINC_GR_1 5","ALNINC",2018,44.794942,-71.146683,103,128,25,100,23.5,123.5,6.36396103067893,"tree"
"AMECAN_SH_4",5,49.9,4.04465607775081,"AMECAN_SH_4 5","AMECAN",2019,45.932675,-74.02507,93,112,19,94.5,23.5,118,8.48528137423857,"shrub"
"AMECAN_SH_4",5,49.9,4.04465607775081,"AMECAN_SH_4 5","AMECAN",2018,45.932675,-74.02507,96,124,28,94.5,23.5,118,8.48528137423857,"shrub"
"ALNINC_GR_8B",5,159.4,6.18460672086934,"ALNINC_GR_8B 5","ALNINC",2019,44.794942,-71.146683,97,119,22,102,19.5,121.5,3.53553390593274,"tree"
"ALNINC_GR_8B",5,159.4,6.18460672086934,"ALNINC_GR_8B 5","ALNINC",2018,44.794942,-71.146683,107,124,17,102,19.5,121.5,3.53553390593274,"tree"
"QUERUB_HF_9",5,146.3,15.4241725135781,"QUERUB_HF_9 5","QUERUB",2019,42.531705,-72.18992,NA,123,NA,103,21,123.5,0.707106781186548,"tree"
"QUERUB_HF_9",5,146.3,15.4241725135781,"QUERUB_HF_9 5","QUERUB",2018,42.531705,-72.18992,103,124,21,103,21,123.5,0.707106781186548,"tree"
"AMECAN_GR_10B",5,-7.8,-0.80538862484012,"AMECAN_GR_10B 5","AMECAN",2019,44.794942,-71.146683,93,119,26,98,23.5,121.5,3.53553390593274,"shrub"
"AMECAN_GR_10B",5,-7.8,-0.80538862484012,"AMECAN_GR_10B 5","AMECAN",2018,44.794942,-71.146683,103,124,21,98,23.5,121.5,3.53553390593274,"shrub"
"BETPAP_HF_16",5,138.04,6.20322033093667,"BETPAP_HF_16 5","BETPAP",2019,42.531705,-72.18992,103,119,16,105,16.5,121.5,3.53553390593274,"tree"
"BETPAP_HF_16",5,138.04,6.20322033093667,"BETPAP_HF_16 5","BETPAP",2018,42.531705,-72.18992,107,124,17,105,16.5,121.5,3.53553390593274,"tree"
"QUERUB_HF_99",5,54.4,9.81595830281922,"QUERUB_HF_99 5","QUERUB",2019,42.531705,-72.18992,135,147,12,124.5,14.5,139,11.3137084989848,"tree"
"QUERUB_HF_99",5,54.4,9.81595830281922,"QUERUB_HF_99 5","QUERUB",2018,42.531705,-72.18992,114,131,17,124.5,14.5,139,11.3137084989848,"tree"
"ACEPEN_WM_5",5,36.6,3.33685425714034,"ACEPEN_WM_5 5","ACEPEN",2019,44.112337,-71.230138,97,123,26,100,27,127,5.65685424949238,"tree"
"ACEPEN_WM_5",5,36.6,3.33685425714034,"ACEPEN_WM_5 5","ACEPEN",2018,44.112337,-71.230138,103,131,28,100,27,127,5.65685424949238,"tree"
"ALNINC_SH_6",5,359.72,8.01163776500126,"ALNINC_SH_6 5","ALNINC",2019,45.932675,-74.02507,97,112,15,102,16,118,8.48528137423857,"tree"
"ALNINC_SH_6",5,359.72,8.01163776500126,"ALNINC_SH_6 5","ALNINC",2018,45.932675,-74.02507,107,124,17,102,16,118,8.48528137423857,"tree"
"BETALL_SH_9",6,158.1,7.65772457057905,"BETALL_SH_9 6","BETALL",2019,45.932675,-74.02507,112,127,15,113,16,129,2.82842712474619,"tree"
"BETALL_SH_9",6,158.1,7.65772457057905,"BETALL_SH_9 6","BETALL",2018,45.932675,-74.02507,114,131,17,113,16,129,2.82842712474619,"tree"
"BETPOP_GR_5",6,231.4,9.70768178960846,"BETPOP_GR_5 6","BETPOP",2019,44.794942,-71.146683,112,127,15,111,14.5,125.5,2.12132034355964,"tree"
"BETPOP_GR_5",6,231.4,9.70768178960846,"BETPOP_GR_5 6","BETPOP",2018,44.794942,-71.146683,110,124,14,111,14.5,125.5,2.12132034355964,"tree"
"BETPOP_GR_3",6,261.92,10.0513464391284,"BETPOP_GR_3 6","BETPOP",2019,44.794942,-71.146683,100,112,12,101.5,16.5,118,8.48528137423857,"tree"
"BETPOP_GR_3",6,261.92,10.0513464391284,"BETPOP_GR_3 6","BETPOP",2018,44.794942,-71.146683,103,124,21,101.5,16.5,118,8.48528137423857,"tree"
"AMECAN_SH_4",6,88,6.5058756614115,"AMECAN_SH_4 6","AMECAN",2019,45.932675,-74.02507,93,112,19,98,20,118,8.48528137423857,"shrub"
"AMECAN_SH_4",6,88,6.5058756614115,"AMECAN_SH_4 6","AMECAN",2018,45.932675,-74.02507,103,124,21,98,20,118,8.48528137423857,"shrub"
"BETPAP_GR_8",6,22.9,4.61011918053772,"BETPAP_GR_8 6","BETPAP",2019,44.794942,-71.146683,107,135,28,108.5,24.5,133,2.82842712474619,"tree"
"BETPAP_GR_8",6,22.9,4.61011918053772,"BETPAP_GR_8 6","BETPAP",2018,44.794942,-71.146683,110,131,21,108.5,24.5,133,2.82842712474619,"tree"
"BETPOP_HF_3A",6,156.2,8.5993273675748,"BETPOP_HF_3A 6","BETPOP",2019,42.531705,-72.18992,103,115,12,105,14.5,119.5,6.36396103067893,"tree"
"BETPOP_HF_3A",6,156.2,8.5993273675748,"BETPOP_HF_3A 6","BETPOP",2018,42.531705,-72.18992,107,124,17,105,14.5,119.5,6.36396103067893,"tree"
"BETPOP_HF_3B",6,221,5.5782787279583,"BETPOP_HF_3B 6","BETPOP",2019,42.531705,-72.18992,103,119,16,106.5,15,121.5,3.53553390593274,"tree"
"BETPOP_HF_3B",6,221,5.5782787279583,"BETPOP_HF_3B 6","BETPOP",2018,42.531705,-72.18992,110,124,14,106.5,15,121.5,3.53553390593274,"tree"
"BETALL_SH_5",6,-15.1,-2.31385356209314,"BETALL_SH_5 6","BETALL",2019,45.932675,-74.02507,107,119,12,108.5,16.5,125,8.48528137423857,"tree"
"BETALL_SH_5",6,-15.1,-2.31385356209314,"BETALL_SH_5 6","BETALL",2018,45.932675,-74.02507,110,131,21,108.5,16.5,125,8.48528137423857,"tree"
"BETPAP_HF_16A",6,173.2,8.50389052956877,"BETPAP_HF_16A 6","BETPAP",2019,42.531705,-72.18992,100,115,15,100,19.5,119.5,6.36396103067893,"tree"
"BETPAP_HF_16A",6,173.2,8.50389052956877,"BETPAP_HF_16A 6","BETPAP",2018,42.531705,-72.18992,100,124,24,100,19.5,119.5,6.36396103067893,"tree"
"BETPOP_HF_5",6,257.6,7.66903383470661,"BETPOP_HF_5 6","BETPOP",2019,42.531705,-72.18992,103,119,16,106.5,15,121.5,3.53553390593274,"tree"
"BETPOP_HF_5",6,257.6,7.66903383470661,"BETPOP_HF_5 6","BETPOP",2018,42.531705,-72.18992,110,124,14,106.5,15,121.5,3.53553390593274,"tree"
"ALNINC_HF_5",6,199.2,6.51709990695772,"ALNINC_HF_5 6","ALNINC",2019,42.531705,-72.18992,103,129,26,106.5,22,128.5,0.707106781186548,"tree"
"ALNINC_HF_5",6,199.2,6.51709990695772,"ALNINC_HF_5 6","ALNINC",2018,42.531705,-72.18992,110,128,18,106.5,22,128.5,0.707106781186548,"tree"
"BETALL_SH_2",6,146.3,13.1354377442195,"BETALL_SH_2 6","BETALL",2019,45.932675,-74.02507,100,115,15,105,14.5,119.5,6.36396103067893,"tree"
"BETALL_SH_2",6,146.3,13.1354377442195,"BETALL_SH_2 6","BETALL",2018,45.932675,-74.02507,110,124,14,105,14.5,119.5,6.36396103067893,"tree"
"ALNINC_HF_9",6,180.8,9.41573937183654,"ALNINC_HF_9 6","ALNINC",2019,42.531705,-72.18992,100,123,23,107,16.5,123.5,0.707106781186548,"tree"
"ALNINC_HF_9",6,180.8,9.41573937183654,"ALNINC_HF_9 6","ALNINC",2018,42.531705,-72.18992,114,124,10,107,16.5,123.5,0.707106781186548,"tree"
"BETPAP_HF_16B",6,210.1,11.807184694852,"BETPAP_HF_16B 6","BETPAP",2019,42.531705,-72.18992,103,115,12,103,16.5,119.5,6.36396103067893,"tree"
"BETPAP_HF_16B",6,210.1,11.807184694852,"BETPAP_HF_16B 6","BETPAP",2018,42.531705,-72.18992,103,124,21,103,16.5,119.5,6.36396103067893,"tree"
"AMECAN_GR_10",6,77.4,5.74987567983277,"AMECAN_GR_10 6","AMECAN",2019,44.794942,-71.146683,93,112,19,98,20,118,8.48528137423857,"shrub"
"AMECAN_GR_10",6,77.4,5.74987567983277,"AMECAN_GR_10 6","AMECAN",2018,44.794942,-71.146683,103,124,21,98,20,118,8.48528137423857,"shrub"
"SAMRAC_GR_2",7,84.2,6.16388548087599,"SAMRAC_GR_2 7","SAMRAC",2019,44.794942,-71.146683,93,112,19,87.5,29.5,117,7.07106781186548,"shrub"
"SAMRAC_GR_2",7,84.2,6.16388548087599,"SAMRAC_GR_2 7","SAMRAC",2018,44.794942,-71.146683,82,122,40,87.5,29.5,117,7.07106781186548,"shrub"
"SORAME_GR_9C",7,32.6,7.28692117979357,"SORAME_GR_9C 7","SORAME",2019,44.794942,-71.146683,107,123,16,105,24,129,8.48528137423857,"shrub"
"SORAME_GR_9C",7,32.6,7.28692117979357,"SORAME_GR_9C 7","SORAME",2018,44.794942,-71.146683,103,135,32,105,24,129,8.48528137423857,"shrub"
"SAMRAC_GR_7A",7,49.4,2.71152770500571,"SAMRAC_GR_7A 7","SAMRAC",2019,44.794942,-71.146683,93,112,19,93,24,117,7.07106781186548,"shrub"
"SAMRAC_GR_7A",7,49.4,2.71152770500571,"SAMRAC_GR_7A 7","SAMRAC",2018,44.794942,-71.146683,93,122,29,93,24,117,7.07106781186548,"shrub"
"DIELON_HF_1A",7,31.3,5.40140011434766,"DIELON_HF_1A 7","DIELON",2019,42.531705,-72.18992,93,112,19,93,24,117,7.07106781186548,"shrub"
"DIELON_HF_1A",7,31.3,5.40140011434766,"DIELON_HF_1A 7","DIELON",2018,42.531705,-72.18992,93,122,29,93,24,117,7.07106781186548,"shrub"
"DIELON_GR_5A",7,18.8,4.71604910612709,"DIELON_GR_5A 7","DIELON",2019,44.794942,-71.146683,NA,112,NA,93,38,121.5,13.4350288425444,"shrub"
"DIELON_GR_5A",7,18.8,4.71604910612709,"DIELON_GR_5A 7","DIELON",2018,44.794942,-71.146683,93,131,38,93,38,121.5,13.4350288425444,"shrub"
"DIELON_HF_4",7,39.2,7.86237603625958,"DIELON_HF_4 7","DIELON",2019,42.531705,-72.18992,NA,112,NA,100,24,118,8.48528137423857,"shrub"
"DIELON_HF_4",7,39.2,7.86237603625958,"DIELON_HF_4 7","DIELON",2018,42.531705,-72.18992,100,124,24,100,24,118,8.48528137423857,"shrub"
"SORAME_SH_3",7,3.6,0.717439048588417,"SORAME_SH_3 7","SORAME",2019,45.932675,-74.02507,107,119,12,108.5,16.5,125,8.48528137423857,"shrub"
"SORAME_SH_3",7,3.6,0.717439048588417,"SORAME_SH_3 7","SORAME",2018,45.932675,-74.02507,110,131,21,108.5,16.5,125,8.48528137423857,"shrub"
"SORAME_GR_9D",7,-37.2,-9.89879088531644,"SORAME_GR_9D 7","SORAME",2019,44.794942,-71.146683,115,135,20,115,20,135,NA,"shrub"
"DIELON_SH_4",7,15.2,1.74353387144778,"DIELON_SH_4 7","DIELON",2019,45.932675,-74.02507,97,112,15,102,16,118,8.48528137423857,"shrub"
"DIELON_SH_4",7,15.2,1.74353387144778,"DIELON_SH_4 7","DIELON",2018,45.932675,-74.02507,107,124,17,102,16,118,8.48528137423857,"shrub"
"DIELON_HF_3",7,25.4,2.59844918164638,"DIELON_HF_3 7","DIELON",2019,42.531705,-72.18992,93,119,26,94.5,26,120.5,2.12132034355964,"shrub"
"DIELON_HF_3",7,25.4,2.59844918164638,"DIELON_HF_3 7","DIELON",2018,42.531705,-72.18992,96,122,26,94.5,26,120.5,2.12132034355964,"shrub"
"DIELON_GR_5B",7,26,3.04660408986199,"DIELON_GR_5B 7","DIELON",2019,44.794942,-71.146683,93,112,19,94.5,22.5,117,7.07106781186548,"shrub"
"DIELON_GR_5B",7,26,3.04660408986199,"DIELON_GR_5B 7","DIELON",2018,44.794942,-71.146683,96,122,26,94.5,22.5,117,7.07106781186548,"shrub"
"SORAME_GR_9A",7,-28.1,-8.22978554732503,"SORAME_GR_9A 7","SORAME",2019,44.794942,-71.146683,119,140,21,107.5,28,135.5,6.36396103067893,"shrub"
"SORAME_GR_9A",7,-28.1,-8.22978554732503,"SORAME_GR_9A 7","SORAME",2018,44.794942,-71.146683,96,131,35,107.5,28,135.5,6.36396103067893,"shrub"
"DIELON_GR_5C",7,35.6,4.14073482644764,"DIELON_GR_5C 7","DIELON",2019,44.794942,-71.146683,93,119,26,100,21.5,121.5,3.53553390593274,"shrub"
